ID,Artists,Name,Weekly.Rank,Peak.Position,Chart.Weeks,BB.Week,Release.Date
1010,Luke Combs,Beautiful Crazy,24,21,23,2019-04-27,"May 4, 2018"
1011,"Ellie Goulding, Diplo",Close To Me,25,24,22,2019-04-27,"October 24, 2018"
1012,Travis Scott,Sicko Mode,26,1,37,2019-04-27,"August 3, 2018"
1013,Nipsey Hussle,Racks In The Middle,27,26,3,2019-04-27,"February 15, 2019"
1014,Lil Uzi Vert,Sanguine Paradise,28,NA,NA,2019-04-27,"April 9, 2019"
1015,YNW Melly,Murder On My Mind,29,14,13,2019-04-27,"March 4, 2017"
1016,Dean Lewis,Be Alright,30,23,25,2019-04-27,"June 28, 2018"
1017,Billie Eilish,Bury A Friend,31,14,12,2019-04-27,"January 30, 2019"
1018,"Lil Baby, Gunna",Drip Too Hard,32,4,31,2019-04-27,"September 9, 2018"
1019,"Mustard, Migos",Pure Water,33,31,12,2019-04-27,"January 16, 2019"
1020,Ariana Grande,"Thank U, Next",34,1,24,2019-04-27,"November 3, 2018"
1021,Calboy,Envy Me,35,34,18,2019-04-27,"September 13, 2018"
1022,City Girls,Act Up,36,36,7,2019-04-27,"November 16, 2018"
1023,A Boogie Wit da Hoodie,Look Back At It,37,32,19,2019-04-27,"December 7, 2018"
1024,Billie Eilish,When The Party's Over,38,29,23,2019-04-27,"October 17, 2018"
1025,Post Malone,Better Now,39,3,51,2019-04-27,"April 27, 2018"
1026,Lauren Daigle,You Say,40,29,40,2019-04-27,"July 13, 2018"
1027,Marshmello,Here With Me,41,41,6,2019-04-27,"March 8, 2019"
1028,Brett Young,Here Tonight,42,42,15,2019-04-27,"September 14, 2018"
1029,Pinkfong,Baby Shark,43,32,16,2019-04-27,"June 17, 2016"
1030,Chase Rice,Eyes On You,44,44,9,2019-04-27,"October 13, 2017"
1031,Bad Bunny,MIA,45,5,27,2019-04-27,"October 11, 2018"
1032,Blake Shelton,God's Country,46,46,3,2019-04-27,"March 29, 2019"
1033,5 Seconds Of Summer,Youngblood,47,7,46,2019-04-27,"April 12, 2018"
1034,A Boogie Wit da Hoodie,Swervin,48,38,17,2019-04-27,"December 21, 2018"
1035,Dan + Shay,Tequila,49,21,50,2019-04-27,"January 10, 2018"
1036,Cardi B,Money,50,13,26,2019-04-27,"October 23, 2018"
1037,DaBaby,Suge,51,51,3,2019-04-27,"March 1, 2019"
1038,The Chainsmokers,Who Do You Love,52,52,10,2019-04-27,"February 7, 2019"
1039,Thomas Rhett,Look What God Gave Her,53,48,7,2019-04-27,"March 1, 2019"
1040,Kane Brown,Good As You,54,53,8,2019-04-27,"October 19, 2018"
1041,Morgan Wallen,Whiskey Glasses,55,55,7,2019-04-27,"April 27, 2018"
1042,"Daddy Yankee, Katy Perry",Con Calma,56,48,11,2019-04-27,"April 19, 2019"
1043,Old Dominion,Make It Sweet,57,57,16,2019-04-27,"October 8, 2018"
1044,Lil Baby,Close Friends,58,28,25,2019-04-27,"October 5, 2018"
1045,YNW Melly,Mixed Personalities,59,42,13,2019-04-27,"January 18, 2019"
1046,YK Osiris,Worth It,60,55,9,2019-04-27,"February 8, 2019"
1047,Juice WRLD,Robbery,61,27,9,2019-04-27,"February 13, 2019"
1048,"Lil Peep, iLoveMakonnen",I've Been Waiting,62,62,6,2019-04-27,"January 31, 2019"
1049,Kelsea Ballerini,Miss Me More,63,60,11,2019-04-27,"October 20, 2017"
1050,Billie Eilish,Wish You Were Gay,64,31,7,2019-04-27,"March 4, 2019"
1051,Billie Eilish,You Should See Me In A Crown,65,41,4,2019-04-27,"July 18, 2018"
1052,Five Finger Death Punch,Blue On Black,66,NA,NA,2019-04-27,"April 12, 2019"
1053,Mabel,Don't Call Me Up,67,67,4,2019-04-27,"January 18, 2019"
1054,Avicii,SOS,68,NA,NA,2019-04-27,"April 10, 2019"
1055,Lee Brice,Rumor,69,69,6,2019-04-27,"November 3, 2017"
1056,Jon Pardi,Night Shift,70,70,9,2019-04-27,"June 17, 2016"
1057,P!nk,Walk Me Home,71,54,7,2019-04-27,"February 20, 2019"
1058,Offset,Clout,72,64,2,2019-04-27,"February 22, 2019"
1059,BLACKPINK,Kill This Love,73,41,2,2019-04-27,"April 5, 2019"
1060,Polo G,Pop Out,74,74,4,2019-04-27,"January 13, 2019"
1061,Jonas Brothers,Cool,75,27,2,2019-04-27,"April 5, 2019"
1062,Lil Uzi Vert,That's A Rack,76,NA,NA,2019-04-27,"April 9, 2019"
1063,"Summer Walker, Drake",Girls Need Love,77,37,8,2019-04-27,"February 27, 2019"
1064,Ella Mai,Shot Clock,78,62,12,2019-04-27,"October 12, 2018"
1065,Maren Morris,GIRL,79,61,7,2019-04-27,"January 17, 2019"
1066,Imagine Dragons,Bad Liar,80,56,8,2019-04-27,"November 6, 2018"
1067,Eli Young Band,Love Ain't,81,NA,NA,2019-04-27,"May 25, 2018"
1068,Nipsey Hussle,Double Up,82,65,3,2019-04-27,"February 16, 2018"
1069,FLETCHER,Undrunk,83,61,6,2019-04-27,"January 25, 2019"
1070,Megan Thee Stallion,Big Ole Freak,84,84,2,2019-04-27,"June 11, 2018"
1071,Yo Gotti,Put A Date On It,85,46,12,2019-04-27,"January 25, 2019"
1072,"Khalid, Kane Brown",Saturday Nights,86,57,11,2019-04-27,"January 11, 2019"
1073,Michael Ray,One That Got Away,87,67,8,2019-04-27,"June 1, 2018"
1074,Billie Eilish,My Strange Addiction,88,43,3,2019-04-27,"March 29, 2019"
1075,Ski Mask The Slump God,Faucet Failure,89,87,8,2019-04-27,"November 30, 2018"
1076,Billie Eilish,Xanny,90,35,3,2019-04-27,"March 29, 2019"
1077,Billie Eilish,Ocean Eyes,91,91,9,2019-04-27,"November 19, 2015"
1078,Nipsey Hussle,Last Time That I Checc'd,92,76,3,2019-04-27,"February 16, 2018"
1079,Florida Georgia Line,Talk You Out Of It,93,80,9,2019-04-27,"July 6, 2018"
1080,"Lauv, Troye Sivan",I'm So Tired...,94,86,2,2019-04-27,"January 24, 2019"
1081,Panic! At The Disco,"Hey Look Ma, I Made It",96,NA,NA,2019-04-27,"June 22, 2018"
1082,Scotty McCreery,This Is It,97,42,19,2019-04-27,"May 7, 2018"
1083,Riley Green,There Was This Girl,98,70,8,2019-04-27,"June 29, 2018"
1084,Alec Benjamin,Let Me Down Slowly,99,79,8,2019-04-27,"January 7, 2019"
1085,Cody Johnson,On My Way To You,100,91,8,2019-04-27,"August 10, 2018"
1086,Lil Nas X,Old Town Road,1,1,6,2019-04-20,"April 5, 2019"
1087,"Post Malone, Swae Lee",Sunflower,2,1,25,2019-04-20,"October 18, 2018"
1088,Post Malone,Wow.,3,2,16,2019-04-20,"December 24, 2018"
1089,Ariana Grande,7 Rings,4,1,12,2019-04-20,"January 18, 2019"
1090,Halsey,Without Me,5,1,27,2019-04-20,"October 4, 2018"
1091,Jonas Brothers,Sucker,6,1,6,2019-04-20,"March 1, 2019"
1092,"Cardi B, Bruno Mars",Please Me,7,3,8,2019-04-20,"February 15, 2019"
1093,Khalid,Better,8,8,30,2019-04-20,"September 14, 2018"
1094,J. Cole,Middle Child,9,4,12,2019-04-20,"January 23, 2019"
1095,"Marshmello, Bastille",Happier,10,2,34,2019-04-20,"August 17, 2018"
1096,Billie Eilish,Bad Guy,11,7,2,2019-04-20,"March 29, 2019"
1097,"Sam Smith, Normani",Dancing With A Stranger,12,12,13,2019-04-20,"January 11, 2019"
1098,"Lady Gaga, Bradley Cooper",Shallow,13,1,28,2019-04-20,"September 27, 2018"
1099,"benny blanco, Halsey, Khalid",Eastside,14,9,39,2019-04-20,"July 12, 2018"
1100,Meek Mill,Going Bad,15,6,19,2019-04-20,"November 30, 2018"
1101,Ava Max,Sweet But Psycho,16,16,17,2019-04-20,"August 17, 2018"
1102,Blueface,Thotiana,17,8,13,2019-04-20,"February 16, 2019"
1103,Khalid,Talk,18,18,9,2019-04-20,"February 7, 2019"
1104,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",19,2,9,2019-04-20,"February 8, 2019"
1105,Panic! At The Disco,High Hopes,20,4,36,2019-04-20,"May 23, 2018"
1106,Luke Combs,Beautiful Crazy,21,21,22,2019-04-20,"May 4, 2018"
1107,21 Savage,A Lot,22,12,16,2019-04-20,"December 21, 2018"
1108,Maroon 5,Girls Like You,23,1,46,2019-04-20,"May 30, 2018"
1109,"Ellie Goulding, Diplo",Close To Me,24,24,21,2019-04-20,"October 24, 2018"
1110,Travis Scott,Sicko Mode,25,1,36,2019-04-20,"August 3, 2018"
1111,Nipsey Hussle,Racks In The Middle,26,26,2,2019-04-20,"February 15, 2019"
1112,Jonas Brothers,Cool,27,NA,NA,2019-04-20,"April 5, 2019"
1113,YNW Melly,Murder On My Mind,28,14,12,2019-04-20,"March 4, 2017"
1114,Dean Lewis,Be Alright,29,23,24,2019-04-20,"June 28, 2018"
1115,Billie Eilish,Bury A Friend,30,14,11,2019-04-20,"January 30, 2019"
1116,Ariana Grande,"Thank U, Next",31,1,23,2019-04-20,"November 3, 2018"
1117,"Lil Baby, Gunna",Drip Too Hard,32,4,30,2019-04-20,"September 9, 2018"
1118,"Mustard, Migos",Pure Water,33,31,11,2019-04-20,"January 16, 2019"
1119,Calboy,Envy Me,34,34,17,2019-04-20,"September 13, 2018"
1120,Lauren Daigle,You Say,35,29,39,2019-04-20,"July 13, 2018"
1121,A Boogie Wit da Hoodie,Look Back At It,36,32,18,2019-04-20,"December 7, 2018"
1122,Post Malone,Better Now,37,3,50,2019-04-20,"April 27, 2018"
1123,Dan + Shay,Tequila,38,21,49,2019-04-20,"January 10, 2018"
1124,Billie Eilish,When The Party's Over,39,29,22,2019-04-20,"October 17, 2018"
1125,City Girls,Act Up,40,40,6,2019-04-20,"November 16, 2018"
1126,BLACKPINK,Kill This Love,41,NA,NA,2019-04-20,"April 5, 2019"
1127,Pinkfong,Baby Shark,42,32,15,2019-04-20,"June 17, 2016"
1128,5 Seconds Of Summer,Youngblood,43,7,45,2019-04-20,"April 12, 2018"
1129,Cardi B,Money,44,13,25,2019-04-20,"October 23, 2018"
1130,Brett Young,Here Tonight,45,45,14,2019-04-20,"September 14, 2018"
1131,Marshmello,Here With Me,46,46,5,2019-04-20,"March 8, 2019"
1132,Bad Bunny,MIA,47,5,26,2019-04-20,"October 11, 2018"
1133,Thomas Rhett,Look What God Gave Her,48,48,6,2019-04-20,"March 1, 2019"
1134,Blake Shelton,God's Country,49,49,2,2019-04-20,"March 29, 2019"
1135,A Boogie Wit da Hoodie,Swervin,50,38,16,2019-04-20,"December 21, 2018"
1136,Billie Eilish,Wish You Were Gay,51,31,6,2019-04-20,"March 4, 2019"
1137,Chase Rice,Eyes On You,52,52,8,2019-04-20,"October 13, 2017"
1138,Kane Brown,Good As You,53,53,7,2019-04-20,"October 19, 2018"
1139,The Chainsmokers,Who Do You Love,54,52,9,2019-04-20,"February 7, 2019"
1140,Khalid,My Bad,55,55,3,2019-04-20,"March 7, 2019"
1141,YNW Melly,Mixed Personalities,56,42,12,2019-04-20,"January 18, 2019"
1142,"Khalid, Kane Brown",Saturday Nights,57,57,10,2019-04-20,"January 11, 2019"
1143,Juice WRLD,Robbery,59,27,8,2019-04-20,"February 13, 2019"
1144,Old Dominion,Make It Sweet,60,60,15,2019-04-20,"October 8, 2018"
1145,YK Osiris,Worth It,61,55,8,2019-04-20,"February 8, 2019"
1146,Morgan Wallen,Whiskey Glasses,62,62,6,2019-04-20,"April 27, 2018"
1147,DaBaby,Suge,63,63,2,2019-04-20,"March 1, 2019"
1148,"Daddy Yankee, Katy Perry",Con Calma,64,48,10,2019-04-20,"April 19, 2019"
1149,Lil Baby,Close Friends,65,28,24,2019-04-20,"October 5, 2018"
1150,Kelsea Ballerini,Miss Me More,66,60,10,2019-04-20,"October 20, 2017"
1151,"Lil Peep, iLoveMakonnen",I've Been Waiting,67,67,5,2019-04-20,"January 31, 2019"
1152,Billie Eilish,You Should See Me In A Crown,68,41,3,2019-04-20,"July 18, 2018"
1153,"Ariana Grande, Victoria Monet",Monopoly,69,69,2,2019-04-20,"April 1, 2019"
1154,Riley Green,There Was This Girl,70,70,7,2019-04-20,"June 29, 2018"
1155,Billie Eilish,My Strange Addiction,71,43,2,2019-04-20,"March 29, 2019"
1156,Ella Mai,Shot Clock,72,62,11,2019-04-20,"October 12, 2018"
1157,P!nk,Walk Me Home,73,54,6,2019-04-20,"February 20, 2019"
1158,Imagine Dragons,Bad Liar,74,56,7,2019-04-20,"November 6, 2018"
1159,Nipsey Hussle,Double Up,75,65,2,2019-04-20,"February 16, 2018"
1160,Nipsey Hussle,Last Time That I Checc'd,76,76,2,2019-04-20,"February 16, 2018"
1161,FLETCHER,Undrunk,77,61,5,2019-04-20,"January 25, 2019"
1162,Lee Brice,Rumor,78,78,5,2019-04-20,"November 3, 2017"
1163,Jon Pardi,Night Shift,79,79,8,2019-04-20,"June 17, 2016"
1164,Mabel,Don't Call Me Up,80,80,3,2019-04-20,"January 18, 2019"
1165,"Summer Walker, Drake",Girls Need Love,81,37,7,2019-04-20,"February 27, 2019"
1166,Maren Morris,GIRL,82,61,6,2019-04-20,"January 17, 2019"
1167,Yo Gotti,Put A Date On It,83,46,11,2019-04-20,"January 25, 2019"
1168,"Khalid, SAFE",Don't Pretend,84,NA,NA,2019-04-20,"April 5, 2019"
1169,"Pedro Capo, Farruko",Calma,85,85,5,2019-04-20,"October 5, 2018"
1170,Billie Eilish,Xanny,86,35,2,2019-04-20,"March 29, 2019"
1171,Khalid,Bad Luck,87,NA,NA,2019-04-20,"April 5, 2019"
1172,Michael Ray,One That Got Away,88,67,7,2019-04-20,"June 1, 2018"
1173,Polo G,Pop Out,89,89,3,2019-04-20,"January 13, 2019"
1174,Scotty McCreery,This Is It,90,42,18,2019-04-20,"May 7, 2018"
1175,Ski Mask The Slump God,Faucet Failure,91,87,7,2019-04-20,"November 30, 2018"
1176,Billie Eilish,All The Good Girls Go To Hell,92,46,2,2019-04-20,"March 29, 2019"
1177,Khalid,Right Back,93,NA,NA,2019-04-20,"April 5, 2019"
1178,Florida Georgia Line,Talk You Out Of It,94,80,8,2019-04-20,"July 6, 2018"
1179,Aventura,Inmortal,95,NA,NA,2019-04-20,"April 5, 2019"
1180,Billie Eilish,Ocean Eyes,96,94,8,2019-04-20,"November 19, 2015"
1181,Nipsey Hussle,Dedication,97,93,2,2019-04-20,"February 13, 2018"
1182,Alec Benjamin,Let Me Down Slowly,98,79,7,2019-04-20,"January 7, 2019"
1183,Megan Thee Stallion,Big Ole Freak,99,NA,NA,2019-04-20,"June 11, 2018"
1184,Nipsey Hussle,Victory Lap,100,NA,NA,2019-04-20,"February 16, 2018"
1185,Lil Nas X,Old Town Road,1,1,5,2019-04-13,"April 5, 2019"
1186,"Post Malone, Swae Lee",Sunflower,2,1,24,2019-04-13,"October 18, 2018"
1187,Ariana Grande,7 Rings,3,1,11,2019-04-13,"January 18, 2019"
1188,Post Malone,Wow.,4,2,15,2019-04-13,"December 24, 2018"
1189,Halsey,Without Me,5,1,26,2019-04-13,"October 4, 2018"
1190,"Cardi B, Bruno Mars",Please Me,6,3,7,2019-04-13,"February 15, 2019"
1191,Billie Eilish,Bad Guy,7,NA,NA,2019-04-13,"March 29, 2019"
1192,Jonas Brothers,Sucker,8,1,5,2019-04-13,"March 1, 2019"
1193,"Marshmello, Bastille",Happier,9,2,33,2019-04-13,"August 17, 2018"
1194,J. Cole,Middle Child,10,4,11,2019-04-13,"January 23, 2019"
1195,"Lady Gaga, Bradley Cooper",Shallow,11,1,27,2019-04-13,"September 27, 2018"
1196,"benny blanco, Halsey, Khalid",Eastside,12,9,38,2019-04-13,"July 12, 2018"
1197,Blueface,Thotiana,13,8,12,2019-04-13,"February 16, 2019"
1198,Meek Mill,Going Bad,14,6,18,2019-04-13,"November 30, 2018"
1199,"Sam Smith, Normani",Dancing With A Stranger,15,15,12,2019-04-13,"January 11, 2019"
1200,Khalid,Better,16,16,29,2019-04-13,"September 14, 2018"
1201,Panic! At The Disco,High Hopes,17,4,35,2019-04-13,"May 23, 2018"
1202,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",18,2,8,2019-04-13,"February 8, 2019"
1203,Ava Max,Sweet But Psycho,19,19,16,2019-04-13,"August 17, 2018"
1204,Travis Scott,Sicko Mode,20,1,35,2019-04-13,"August 3, 2018"
1205,YNW Melly,Murder On My Mind,21,14,11,2019-04-13,"March 4, 2017"
1206,21 Savage,A Lot,22,12,15,2019-04-13,"December 21, 2018"
1207,Maroon 5,Girls Like You,23,1,45,2019-04-13,"May 30, 2018"
1208,Ariana Grande,"Thank U, Next",24,1,22,2019-04-13,"November 3, 2018"
1209,Billie Eilish,Bury A Friend,25,14,10,2019-04-13,"January 30, 2019"
1210,Luke Combs,Beautiful Crazy,26,23,21,2019-04-13,"May 4, 2018"
1211,"Ellie Goulding, Diplo",Close To Me,27,27,20,2019-04-13,"October 24, 2018"
1212,Dean Lewis,Be Alright,28,23,23,2019-04-13,"June 28, 2018"
1213,Billie Eilish,When The Party's Over,29,29,21,2019-04-13,"October 17, 2018"
1214,"Lil Baby, Gunna",Drip Too Hard,30,4,29,2019-04-13,"September 9, 2018"
1215,Billie Eilish,Wish You Were Gay,31,31,5,2019-04-13,"March 4, 2019"
1216,Lauren Daigle,You Say,32,29,38,2019-04-13,"July 13, 2018"
1217,"Mustard, Migos",Pure Water,33,31,10,2019-04-13,"January 16, 2019"
1218,Post Malone,Better Now,34,3,49,2019-04-13,"April 27, 2018"
1219,Billie Eilish,Xanny,35,NA,NA,2019-04-13,"March 29, 2019"
1220,Cardi B,Money,36,13,24,2019-04-13,"October 23, 2018"
1221,A Boogie Wit da Hoodie,Look Back At It,37,32,17,2019-04-13,"December 7, 2018"
1222,Calboy,Envy Me,38,36,16,2019-04-13,"September 13, 2018"
1223,Khalid,Talk,39,39,8,2019-04-13,"February 7, 2019"
1224,5 Seconds Of Summer,Youngblood,40,7,44,2019-04-13,"April 12, 2018"
1225,Billie Eilish,You Should See Me In A Crown,41,41,2,2019-04-13,"July 18, 2018"
1226,Pinkfong,Baby Shark,42,32,14,2019-04-13,"June 17, 2016"
1227,Billie Eilish,My Strange Addiction,43,NA,NA,2019-04-13,"March 29, 2019"
1228,Nipsey Hussle,Racks In The Middle,44,NA,NA,2019-04-13,"February 15, 2019"
1229,Bad Bunny,MIA,45,5,25,2019-04-13,"October 11, 2018"
1230,Billie Eilish,All The Good Girls Go To Hell,46,NA,NA,2019-04-13,"March 29, 2019"
1231,City Girls,Act Up,47,43,5,2019-04-13,"November 16, 2018"
1232,Juice WRLD,Robbery,48,27,7,2019-04-13,"February 13, 2019"
1233,Kodak Black,ZEZE,49,2,25,2019-04-13,"October 12, 2018"
1234,Dan + Shay,Tequila,50,21,48,2019-04-13,"January 10, 2018"
1235,Brett Young,Here Tonight,51,51,13,2019-04-13,"September 14, 2018"
1236,A Boogie Wit da Hoodie,Swervin,52,38,15,2019-04-13,"December 21, 2018"
1237,Billie Eilish,I Love You,53,NA,NA,2019-04-13,"March 29, 2019"
1238,YNW Melly,Mixed Personalities,54,42,11,2019-04-13,"January 18, 2019"
1239,Marshmello,Here With Me,55,53,4,2019-04-13,"March 8, 2019"
1240,The Chainsmokers,Who Do You Love,56,52,8,2019-04-13,"February 7, 2019"
1241,Yo Gotti,Put A Date On It,57,46,10,2019-04-13,"January 25, 2019"
1242,"Daddy Yankee, Katy Perry",Con Calma,58,48,9,2019-04-13,"April 19, 2019"
1243,Blake Shelton,God's Country,59,NA,NA,2019-04-13,"March 29, 2019"
1244,YK Osiris,Worth It,60,55,7,2019-04-13,"February 8, 2019"
1245,Chase Rice,Eyes On You,61,54,7,2019-04-13,"October 13, 2017"
1246,Billie Eilish,Ilomilo,62,NA,NA,2019-04-13,"March 29, 2019"
1247,Billie Eilish,Listen Before I Go,63,NA,NA,2019-04-13,"March 29, 2019"
1248,Lil Baby,Close Friends,64,28,23,2019-04-13,"October 5, 2018"
1249,Nipsey Hussle,Double Up,65,NA,NA,2019-04-13,"February 16, 2018"
1250,Imagine Dragons,Bad Liar,66,56,6,2019-04-13,"November 6, 2018"
1251,Morgan Wallen,Whiskey Glasses,67,66,5,2019-04-13,"April 27, 2018"
1252,Kane Brown,Good As You,68,59,6,2019-04-13,"October 19, 2018"
1253,Michael Ray,One That Got Away,69,67,6,2019-04-13,"June 1, 2018"
1254,"Ariana Grande, Victoria Monet",Monopoly,70,NA,NA,2019-04-13,"April 1, 2019"
1255,Kelsea Ballerini,Miss Me More,71,60,9,2019-04-13,"October 20, 2017"
1256,Ella Mai,Shot Clock,72,62,10,2019-04-13,"October 12, 2018"
1257,Old Dominion,Make It Sweet,73,73,14,2019-04-13,"October 8, 2018"
1258,Thomas Rhett,Look What God Gave Her,74,52,5,2019-04-13,"March 1, 2019"
1259,Riley Green,There Was This Girl,75,71,6,2019-04-13,"June 29, 2018"
1260,"Summer Walker, Drake",Girls Need Love,76,37,6,2019-04-13,"February 27, 2019"
1261,FLETCHER,Undrunk,77,61,4,2019-04-13,"January 25, 2019"
1262,"Lil Peep, iLoveMakonnen",I've Been Waiting,78,75,4,2019-04-13,"January 31, 2019"
1263,Billie Eilish,8,79,NA,NA,2019-04-13,"March 29, 2019"
1264,P!nk,Walk Me Home,80,54,5,2019-04-13,"February 20, 2019"
1265,"Khalid, Kane Brown",Saturday Nights,81,57,9,2019-04-13,"January 11, 2019"
1266,Nipsey Hussle,Last Time That I Checc'd,82,NA,NA,2019-04-13,"February 16, 2018"
1267,City Girls,Twerk,83,29,13,2019-04-13,"November 9, 2018"
1268,Maren Morris,GIRL,84,61,5,2019-04-13,"January 17, 2019"
1269,"Billie Eilish, Khalid",Lovely,85,64,22,2019-04-13,"April 19, 2018"
1270,"Pedro Capo, Farruko",Calma,86,86,4,2019-04-13,"October 5, 2018"
1271,DaBaby,Suge,87,NA,NA,2019-04-13,"March 1, 2019"
1272,Jon Pardi,Night Shift,88,81,7,2019-04-13,"June 17, 2016"
1273,Scotty McCreery,This Is It,89,42,17,2019-04-13,"May 7, 2018"
1274,Lee Brice,Rumor,90,83,4,2019-04-13,"November 3, 2017"
1275,"benny blanco, Tainy, Selena Gomez, J Balvin",I Can't Get Enough,91,66,5,2019-04-13,"February 28, 2019"
1276,Mabel,Don't Call Me Up,92,92,2,2019-04-13,"January 18, 2019"
1277,Nipsey Hussle,Dedication,93,NA,NA,2019-04-13,"February 13, 2018"
1278,Billie Eilish,Ocean Eyes,94,94,7,2019-04-13,"November 19, 2015"
1279,Chris Stapleton,Millionaire,95,47,17,2019-04-13,"October 20, 2017"
1280,Florida Georgia Line,Talk You Out Of It,96,80,7,2019-04-13,"July 6, 2018"
1281,Ski Mask The Slump God,Faucet Failure,97,87,6,2019-04-13,"November 30, 2018"
1282,Jason Aldean,Girl Like You,98,46,19,2019-04-13,"April 13, 2018"
1283,Lil Baby,Pure Cocaine,99,46,15,2019-04-13,"November 30, 2018"
1284,Polo G,Pop Out,100,95,2,2019-04-13,"January 13, 2019"
1285,Ariana Grande,7 Rings,1,1,0,2019-04-06,"January 18, 2019"
1286,Post Malone,Wow.,2,2,14,2019-04-06,"December 24, 2018"
1287,"Post Malone, Swae Lee",Sunflower,3,1,23,2019-04-06,"October 18, 2018"
1288,Halsey,Without Me,4,1,25,2019-04-06,"October 4, 2018"
1289,"Cardi B, Bruno Mars",Please Me,5,3,6,2019-04-06,"February 15, 2019"
1290,"Marshmello, Bastille",Happier,6,2,32,2019-04-06,"August 17, 2018"
1291,J. Cole,Middle Child,7,4,10,2019-04-06,"January 23, 2019"
1292,Blueface,Thotiana,8,8,11,2019-04-06,"February 16, 2019"
1293,Jonas Brothers,Sucker,9,1,4,2019-04-06,"March 1, 2019"
1294,"Lady Gaga, Bradley Cooper",Shallow,10,1,26,2019-04-06,"September 27, 2018"
1295,"benny blanco, Halsey, Khalid",Eastside,11,9,37,2019-04-06,"July 12, 2018"
1296,Meek Mill,Going Bad,12,6,17,2019-04-06,"November 30, 2018"
1297,Panic! At The Disco,High Hopes,13,4,34,2019-04-06,"May 23, 2018"
1298,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",14,2,7,2019-04-06,"February 8, 2019"
1299,Lil Nas X,Old Town Road,15,15,4,2019-04-06,"April 5, 2019"
1300,Khalid,Better,16,16,28,2019-04-06,"September 14, 2018"
1301,"Sam Smith, Normani",Dancing With A Stranger,17,17,11,2019-04-06,"January 11, 2019"
1302,Travis Scott,Sicko Mode,18,1,34,2019-04-06,"August 3, 2018"
1303,YNW Melly,Murder On My Mind,19,14,10,2019-04-06,"March 4, 2017"
1304,Ava Max,Sweet But Psycho,20,20,15,2019-04-06,"August 17, 2018"
1305,Ariana Grande,"Thank U, Next",21,1,21,2019-04-06,"November 3, 2018"
1306,21 Savage,A Lot,22,12,14,2019-04-06,"December 21, 2018"
1307,Maroon 5,Girls Like You,23,1,44,2019-04-06,"May 30, 2018"
1308,Dean Lewis,Be Alright,24,23,22,2019-04-06,"June 28, 2018"
1309,Luke Combs,Beautiful Crazy,25,23,20,2019-04-06,"May 4, 2018"
1310,"Lil Baby, Gunna",Drip Too Hard,26,4,28,2019-04-06,"September 9, 2018"
1311,"Ellie Goulding, Diplo",Close To Me,27,27,19,2019-04-06,"October 24, 2018"
1312,Cardi B,Money,28,13,23,2019-04-06,"October 23, 2018"
1313,Post Malone,Better Now,29,3,48,2019-04-06,"April 27, 2018"
1314,Lauren Daigle,You Say,30,29,37,2019-04-06,"July 13, 2018"
1315,"Mustard, Migos",Pure Water,31,31,9,2019-04-06,"January 16, 2019"
1316,5 Seconds Of Summer,Youngblood,32,7,43,2019-04-06,"April 12, 2018"
1317,Pinkfong,Baby Shark,33,32,13,2019-04-06,"June 17, 2016"
1318,Bad Bunny,MIA,34,5,24,2019-04-06,"October 11, 2018"
1319,A Boogie Wit da Hoodie,Look Back At It,35,32,16,2019-04-06,"December 7, 2018"
1320,Calboy,Envy Me,36,36,15,2019-04-06,"September 13, 2018"
1321,Juice WRLD,Robbery,37,27,6,2019-04-06,"February 13, 2019"
1322,Kodak Black,ZEZE,38,2,24,2019-04-06,"October 12, 2018"
1323,Dan + Shay,Tequila,39,21,47,2019-04-06,"January 10, 2018"
1324,Khalid,Talk,40,40,7,2019-04-06,"February 7, 2019"
1325,Billie Eilish,Bury A Friend,41,14,9,2019-04-06,"January 30, 2019"
1326,YNW Melly,Mixed Personalities,42,42,10,2019-04-06,"January 18, 2019"
1327,City Girls,Act Up,43,43,4,2019-04-06,"November 16, 2018"
