ID,Artists,Name,Weekly.Rank,Peak.Position,Chart.Weeks,BB.Week,Release.Date
10253,Dustin Lynch,Small Town Boy,75,75,3,2017-07-08,"February 17, 2017"
10254,Darius Rucker,If I Told You,76,53,10,2017-07-08,"June 27, 2016"
10255,Cheat Codes,No Promises,77,74,6,2017-07-08,"March 31, 2017"
10256,DJ Khaled,To The Max,78,53,3,2017-07-08,"June 5, 2017"
10257,Fifth Harmony,Down,79,42,3,2017-07-08,"June 2, 2017"
10258,Old Dominion,No Such Thing As A Broken Heart,80,78,4,2017-07-08,"March 10, 2017"
10259,SZA,Love Galore,81,70,2,2017-07-08,"April 27, 2017"
10260,Rascal Flatts,Yours If You Want It,82,75,5,2017-07-08,"January 6, 2017"
10261,Young Thug,Relationship,83,NA,NA,2017-07-08,"June 16, 2017"
10262,Katy Perry,Swish Swish,84,46,5,2017-07-08,"May 19, 2017"
10263,Imagine Dragons,Thunder,85,70,8,2017-07-08,"April 27, 2017"
10264,Russ,Losin Control,86,62,17,2017-07-08,"November 9, 2015"
10265,The Weeknd,Reminder,87,31,7,2017-07-08,"November 25, 2016"
10266,Zac Brown Band,My Old Man,88,68,4,2017-07-08,"February 3, 2017"
10267,Portugal. The Man,Feel It Still,89,NA,NA,2017-07-08,"March 2, 2017"
10268,Kane Brown,What Ifs,90,90,2,2017-07-08,"December 2, 2016"
10269,Hailee Steinfeld,Most Girls,91,75,5,2017-07-08,"April 28, 2017"
10270,Justin Moore,Somebody Else Will,92,91,3,2017-07-08,"August 12, 2016"
10271,Billy Currington,Do I Make You Wanna,93,79,2,2017-07-08,"June 2, 2015"
10272,Travis Scott,Butterfly Effect,95,81,4,2017-07-08,"May 15, 2017"
10273,Wisin,Escapate Conmigo,96,89,2,2017-07-08,"March 24, 2017"
10274,Trey Songz,Nobody Else But You,97,92,3,2017-07-08,"February 16, 2017"
10275,Brothers Osborne,It Ain't My Fault,99,99,2,2017-07-08,"January 17, 2017"
10276,Plies,Real Hitta,100,NA,NA,2017-07-08,"May 5, 2017"
10277,"Luis Fonsi, Daddy Yankee",Despacito,1,1,2,2017-07-01,"April 17, 2017"
10278,DJ Khaled,I'm The One,2,1,7,2017-07-01,"April 28, 2017"
10279,Bruno Mars,That's What I Like,3,1,22,2017-07-01,"January 30, 2016"
10280,Ed Sheeran,Shape Of You,4,1,23,2017-07-01,"January 6, 2017"
10281,Kendrick Lamar,Humble.,5,1,11,2017-07-01,"March 30, 2017"
10282,Future,Mask Off,6,5,17,2017-07-01,"February 17, 2017"
10283,"The Chainsmokers, Coldplay",Something Just Like This,7,3,17,2017-07-01,"February 22, 2017"
10284,"Zedd, Alessia Cara",Stay,8,7,16,2017-07-01,"February 23, 2017"
10285,Post Malone,Congratulations,9,9,25,2017-07-01,"November 4, 2016"
10286,Lil Uzi Vert,XO TOUR Llif3,10,7,12,2017-07-01,"February 26, 2017"
10287,Sam Hunt,Body Like A Back Road,11,6,20,2017-07-01,"February 1, 2017"
10288,James Arthur,Say You Won't Let Go,12,11,34,2017-07-01,"September 9, 2016"
10289,Julia Michaels,Issues,13,11,21,2017-07-01,"January 13, 2017"
10290,Childish Gambino,Redbone,14,14,28,2017-07-01,"November 17, 2016"
10291,Imagine Dragons,Believer,15,13,19,2017-07-01,"February 1, 2017"
10292,David Guetta,2U,16,NA,NA,2017-07-01,"June 9, 2017"
10293,"Kygo, Selena Gomez",It Ain't Me,17,10,18,2017-07-01,"February 16, 2017"
10294,French Montana,Unforgettable,18,17,10,2017-07-01,"April 7, 2017"
10295,Shawn Mendes,There's Nothing Holdin' Me Back,19,18,8,2017-07-01,"April 20, 2017"
10296,Halsey,Now Or Never,20,20,10,2017-07-01,"April 4, 2017"
10297,Ed Sheeran,Castle On The Hill,21,6,23,2017-07-01,"January 6, 2017"
10298,KYLE,iSpy,22,4,25,2017-07-01,"December 2, 2016"
10299,Selena Gomez,Bad Liar,23,23,5,2017-07-01,"May 18, 2017"
10300,Niall Horan,Slow Hands,24,24,7,2017-07-01,"May 4, 2017"
10301,Miley Cyrus,Malibu,25,10,6,2017-07-01,"May 11, 2017"
10302,"Ayo, Teo",Rolex,26,20,18,2017-07-01,"January 13, 2017"
10303,Charlie Puth,Attention,27,27,8,2017-07-01,"April 21, 2017"
10304,Khalid,Location,28,16,23,2017-07-01,"April 30, 2016"
10305,Harry Styles,Sign Of The Times,29,4,10,2017-07-01,"April 7, 2017"
10306,Jason Derulo,Swalla,30,29,13,2017-07-01,"February 24, 2017"
10307,Brett Young,In Case You Didn't Know,31,19,19,2017-07-01,"February 12, 2016"
10308,Kendrick Lamar,DNA.,32,4,9,2017-07-01,"April 14, 2017"
10309,Playboi Carti,Magnolia,33,33,7,2017-07-01,"April 14, 2017"
10310,The Chainsmokers,Closer,34,1,46,2017-07-01,"July 29, 2016"
10311,Migos,Bad And Boujee,35,1,31,2017-07-01,"August 27, 2016"
10312,Migos,Slippery,36,36,12,2017-07-01,"January 27, 2017"
10313,YFN Lucci,Everyday We Lit,37,37,10,2017-07-01,"December 15, 2016"
10314,Travis Scott,Goosebumps,38,32,31,2017-07-01,"September 2, 2016"
10315,Bruno Mars,24K Magic,39,4,36,2017-07-01,"October 7, 2016"
10316,Kodak Black,Tunnel Vision,40,6,17,2017-07-01,"February 16, 2017"
10317,Shirt,T,41,19,22,2017-07-01,"January 6, 2017"
10318,A Boogie Wit da Hoodie,Drowning,42,41,11,2017-07-01,"March 10, 2017"
10319,Luke Combs,Hurricane,43,31,18,2017-07-01,"June 16, 2015"
10320,Liam Payne,Strip That Down,44,42,4,2017-07-01,"May 19, 2017"
10321,Drake,Passionfruit,45,8,13,2017-07-01,"March 18, 2017"
10322,Calvin Harris,Slide,46,25,16,2017-07-01,"February 23, 2017"
10323,Keith Urban,The Fighter,47,38,19,2017-07-01,"May 6, 2016"
10324,Lady Gaga,The Cure,48,39,9,2017-07-01,"April 16, 2017"
10325,Alessia Cara,Scars To Your Beautiful,49,8,42,2017-07-01,"November 13, 2015"
10326,Rae Sremmurd,Swang,50,26,26,2017-07-01,"August 12, 2016"
10327,Florida Georgia Line,"God, Your Mama, And Me",51,50,12,2017-07-01,"August 19, 2016"
10328,Thomas Rhett,Craving You,52,52,11,2017-07-01,"March 30, 2017"
10329,DJ Khaled,To The Max,53,53,2,2017-07-01,"June 5, 2017"
10330,XXXTENTACION,Look At Me!,54,34,19,2017-07-01,"December 30, 2015"
10331,Camila Cabello,Crying In The Club,55,47,4,2017-07-01,"May 19, 2017"
10332,Tee Grizzley,First Day Out,56,56,11,2017-07-01,"November 7, 2016"
10333,Dan + Shay,How Not To,57,57,11,2017-07-01,"June 3, 2016"
10334,Kendrick Lamar,Love.,58,18,9,2017-07-01,"April 14, 2017"
10335,Lady Antebellum,You Look Good,59,59,10,2017-07-01,"January 19, 2017"
10336,Dylan Scott,My Girl,60,60,8,2017-07-01,"June 11, 2016"
10337,Blake Shelton,Every Time I Hear That Song,61,61,6,2017-07-01,"May 20, 2016"
10338,Katy Perry,Swish Swish,62,46,4,2017-07-01,"May 19, 2017"
10339,Darius Rucker,If I Told You,63,53,9,2017-07-01,"June 27, 2016"
10340,Maroon 5,Cold,64,16,18,2017-07-01,"February 14, 2017"
10341,Maluma,Felices Los 4,65,65,5,2017-07-01,"April 21, 2017"
10342,Drake,Portland,66,9,13,2017-07-01,"March 18, 2017"
10343,Midland,Drinkin' Problem,67,67,6,2017-07-01,"October 27, 2016"
10344,Logic,1-800-273-8255,68,47,7,2017-07-01,"April 28, 2017"
10345,Chris Brown,Privacy,69,66,7,2017-07-01,"March 24, 2017"
10346,SZA,Love Galore,70,NA,NA,2017-07-01,"April 27, 2017"
10347,Fifth Harmony,Down,71,42,2,2017-07-01,"June 2, 2017"
10348,Cole Swindell,Flatliner,72,72,8,2017-07-01,"May 6, 2016"
10349,AJR,Weak,73,73,6,2017-07-01,"September 16, 2016"
10350,Kendrick Lamar,Loyalty.,74,14,9,2017-07-01,"April 14, 2017"
10351,Rascal Flatts,Yours If You Want It,75,75,4,2017-07-01,"January 6, 2017"
10352,Dustin Lynch,Small Town Boy,76,76,2,2017-07-01,"February 17, 2017"
10353,Cheat Codes,No Promises,77,74,5,2017-07-01,"March 31, 2017"
10354,Old Dominion,No Such Thing As A Broken Heart,78,78,3,2017-07-01,"March 10, 2017"
10355,Billy Currington,Do I Make You Wanna,79,NA,NA,2017-07-01,"June 2, 2015"
10356,Russ,Losin Control,80,62,16,2017-07-01,"November 9, 2015"
10357,Travis Scott,Butterfly Effect,81,81,3,2017-07-01,"May 15, 2017"
10358,Linkin Park,Heavy,83,50,17,2017-07-01,"February 16, 2017"
10359,2 Chainz,4:00 AM,84,73,2,2017-07-01,"May 30, 2017"
10360,Katy Perry,Bon Appetit,85,59,6,2017-07-01,"April 28, 2017"
10361,Dierks Bentley,Black,86,56,19,2017-07-01,"May 14, 2016"
10362,Imagine Dragons,Thunder,87,70,7,2017-07-01,"April 27, 2017"
10363,Hailee Steinfeld,Most Girls,88,75,4,2017-07-01,"April 28, 2017"
10364,Wisin,Escapate Conmigo,89,NA,NA,2017-07-01,"March 24, 2017"
10365,Justin Moore,Somebody Else Will,91,91,2,2017-07-01,"August 12, 2016"
10366,Trey Songz,Nobody Else But You,92,92,2,2017-07-01,"February 16, 2017"
10367,Kane Brown,What Ifs,93,NA,NA,2017-07-01,"December 2, 2016"
10368,"2 Chainz, Gucci Mane, Quavo",Good Drank,94,82,14,2017-07-01,"October 18, 2016"
10369,2 Chainz,It's A Vibe,95,NA,NA,2017-07-01,"March 9, 2017"
10370,Josh Turner,Hometown Girl,96,56,16,2017-07-01,"May 13, 2016"
10371,The Weeknd,Reminder,97,31,6,2017-07-01,"November 25, 2016"
10372,Drake,Gyalchester,98,29,11,2017-07-01,"March 18, 2017"
10373,Major Lazer,Know No Better,99,87,2,2017-07-01,"June 1, 2017"
10374,Brothers Osborne,It Ain't My Fault,100,NA,NA,2017-07-01,"January 17, 2017"
10375,"Luis Fonsi, Daddy Yankee",Despacito,1,1,1,2017-06-24,"April 17, 2017"
10376,Bruno Mars,That's What I Like,2,1,21,2017-06-24,"January 30, 2016"
10377,DJ Khaled,I'm The One,3,1,6,2017-06-24,"April 28, 2017"
10378,Ed Sheeran,Shape Of You,4,1,22,2017-06-24,"January 6, 2017"
10379,Kendrick Lamar,Humble.,5,1,10,2017-06-24,"March 30, 2017"
10380,Future,Mask Off,6,5,16,2017-06-24,"February 17, 2017"
10381,Lil Uzi Vert,XO TOUR Llif3,7,7,11,2017-06-24,"February 26, 2017"
10382,"The Chainsmokers, Coldplay",Something Just Like This,8,3,16,2017-06-24,"February 22, 2017"
10383,"Zedd, Alessia Cara",Stay,9,7,15,2017-06-24,"February 23, 2017"
10384,Post Malone,Congratulations,10,10,24,2017-06-24,"November 4, 2016"
10385,James Arthur,Say You Won't Let Go,11,11,33,2017-06-24,"September 9, 2016"
10386,Julia Michaels,Issues,12,11,20,2017-06-24,"January 13, 2017"
10387,Imagine Dragons,Believer,13,13,18,2017-06-24,"February 1, 2017"
10388,Sam Hunt,Body Like A Back Road,14,6,19,2017-06-24,"February 1, 2017"
10389,"Kygo, Selena Gomez",It Ain't Me,15,10,17,2017-06-24,"February 16, 2017"
10390,Childish Gambino,Redbone,16,16,27,2017-06-24,"November 17, 2016"
10391,French Montana,Unforgettable,17,17,9,2017-06-24,"April 7, 2017"
10392,Shawn Mendes,There's Nothing Holdin' Me Back,18,18,7,2017-06-24,"April 20, 2017"
10393,KYLE,iSpy,19,4,24,2017-06-24,"December 2, 2016"
10394,Brett Young,In Case You Didn't Know,20,19,18,2017-06-24,"February 12, 2016"
10395,Halsey,Now Or Never,21,21,9,2017-06-24,"April 4, 2017"
10396,Khalid,Location,22,16,22,2017-06-24,"April 30, 2016"
10397,Ed Sheeran,Castle On The Hill,23,6,22,2017-06-24,"January 6, 2017"
10398,"Ayo, Teo",Rolex,24,20,17,2017-06-24,"January 13, 2017"
10399,Harry Styles,Sign Of The Times,25,4,9,2017-06-24,"April 7, 2017"
10400,Miley Cyrus,Malibu,26,10,5,2017-06-24,"May 11, 2017"
10401,Kendrick Lamar,DNA.,27,4,8,2017-06-24,"April 14, 2017"
10402,Niall Horan,Slow Hands,28,28,6,2017-06-24,"May 4, 2017"
10403,Jason Derulo,Swalla,29,29,12,2017-06-24,"February 24, 2017"
10404,Migos,Bad And Boujee,30,1,30,2017-06-24,"August 27, 2016"
10405,Charlie Puth,Attention,31,31,7,2017-06-24,"April 21, 2017"
10406,The Chainsmokers,Closer,32,1,45,2017-06-24,"July 29, 2016"
10407,Rae Sremmurd,Swang,33,26,25,2017-06-24,"August 12, 2016"
10408,Drake,Passionfruit,34,8,12,2017-06-24,"March 18, 2017"
10409,Calvin Harris,Slide,35,25,15,2017-06-24,"February 23, 2017"
10410,Travis Scott,Goosebumps,36,32,30,2017-06-24,"September 2, 2016"
10411,Luke Combs,Hurricane,37,31,17,2017-06-24,"June 16, 2015"
10412,Kodak Black,Tunnel Vision,38,6,16,2017-06-24,"February 16, 2017"
10413,Shirt,T,39,19,21,2017-06-24,"January 6, 2017"
10414,Playboi Carti,Magnolia,40,40,6,2017-06-24,"April 14, 2017"
10415,Bruno Mars,24K Magic,41,4,35,2017-06-24,"October 7, 2016"
10416,Fifth Harmony,Down,42,NA,NA,2017-06-24,"June 2, 2017"
10417,Migos,Slippery,43,43,11,2017-06-24,"January 27, 2017"
10418,A Boogie Wit da Hoodie,Drowning,44,41,10,2017-06-24,"March 10, 2017"
10419,Selena Gomez,Bad Liar,45,27,4,2017-06-24,"May 18, 2017"
10420,Lady Gaga,The Cure,46,39,8,2017-06-24,"April 16, 2017"
10421,Alessia Cara,Scars To Your Beautiful,47,8,41,2017-06-24,"November 13, 2015"
10422,Keith Urban,The Fighter,48,38,18,2017-06-24,"May 6, 2016"
10423,Clean Bandit,Rockabye,49,9,27,2017-06-24,"October 21, 2016"
10424,Florida Georgia Line,"God, Your Mama, And Me",50,50,11,2017-06-24,"August 19, 2016"
10425,Liam Payne,Strip That Down,51,42,3,2017-06-24,"May 19, 2017"
10426,Thomas Rhett,Craving You,52,52,10,2017-06-24,"March 30, 2017"
10427,DJ Khaled,To The Max,53,NA,NA,2017-06-24,"June 5, 2017"
10428,Darius Rucker,If I Told You,54,53,8,2017-06-24,"June 27, 2016"
10429,XXXTENTACION,Look At Me!,55,34,18,2017-06-24,"December 30, 2015"
10430,Camila Cabello,Crying In The Club,56,47,3,2017-06-24,"May 19, 2017"
10431,Kendrick Lamar,Love.,57,18,8,2017-06-24,"April 14, 2017"
10432,Maroon 5,Cold,58,16,17,2017-06-24,"February 14, 2017"
10433,Tee Grizzley,First Day Out,59,57,10,2017-06-24,"November 7, 2016"
10434,Dan + Shay,How Not To,60,60,10,2017-06-24,"June 3, 2016"
10435,Dylan Scott,My Girl,61,61,7,2017-06-24,"June 11, 2016"
10436,YFN Lucci,Everyday We Lit,62,47,9,2017-06-24,"December 15, 2016"
10437,Blake Shelton,Every Time I Hear That Song,63,63,5,2017-06-24,"May 20, 2016"
10438,Drake,Portland,64,9,12,2017-06-24,"March 18, 2017"
10439,Logic,1-800-273-8255,65,47,6,2017-06-24,"April 28, 2017"
10440,Lady Antebellum,You Look Good,66,60,9,2017-06-24,"January 19, 2017"
10441,Linkin Park,Heavy,67,50,16,2017-06-24,"February 16, 2017"
10442,Chris Brown,Privacy,68,66,6,2017-06-24,"March 24, 2017"
10443,Midland,Drinkin' Problem,69,69,5,2017-06-24,"October 27, 2016"
10444,Maluma,Felices Los 4,70,70,4,2017-06-24,"April 21, 2017"
10445,Dierks Bentley,Black,71,56,18,2017-06-24,"May 14, 2016"
10446,Cole Swindell,Flatliner,72,72,7,2017-06-24,"May 6, 2016"
10447,2 Chainz,4:00 AM,73,NA,NA,2017-06-24,"May 30, 2017"
10448,Kendrick Lamar,Loyalty.,74,14,8,2017-06-24,"April 14, 2017"
10449,Russ,Losin Control,75,62,15,2017-06-24,"November 9, 2015"
10450,Rascal Flatts,Yours If You Want It,76,76,3,2017-06-24,"January 6, 2017"
10451,Cheat Codes,No Promises,77,74,4,2017-06-24,"March 31, 2017"
10452,Old Dominion,No Such Thing As A Broken Heart,78,78,2,2017-06-24,"March 10, 2017"
10453,AJR,Weak,79,79,5,2017-06-24,"September 16, 2016"
10454,Imagine Dragons,Thunder,81,70,6,2017-06-24,"April 27, 2017"
10455,Meek Mill,Whatever You Need,82,NA,NA,2017-06-24,"June 1, 2017"
10456,Katy Perry,Swish Swish,83,46,3,2017-06-24,"May 19, 2017"
10457,"2 Chainz, Gucci Mane, Quavo",Good Drank,84,82,13,2017-06-24,"October 18, 2016"
10458,Dustin Lynch,Small Town Boy,85,NA,NA,2017-06-24,"February 17, 2017"
10459,Hailee Steinfeld,Most Girls,86,75,3,2017-06-24,"April 28, 2017"
10460,Major Lazer,Know No Better,87,NA,NA,2017-06-24,"June 1, 2017"
10461,blackbear,Do Re Mi,88,87,7,2017-06-24,"March 17, 2017"
10462,Lil Yachty,Peek A Boo,89,78,4,2017-06-24,"April 14, 2017"
10463,Josh Turner,Hometown Girl,90,56,15,2017-06-24,"May 13, 2016"
10464,Drake,Gyalchester,91,29,10,2017-06-24,"March 18, 2017"
10465,Gucci Mane,Met Gala,92,88,2,2017-06-24,"May 26, 2017"
10466,Travis Scott,Butterfly Effect,93,93,2,2017-06-24,"May 15, 2017"
10467,Jake Paul,It's Everyday Bro,94,NA,NA,2017-06-24,"May 30, 2017"
10468,"Martin Garrix, Dua Lipa",Scared To Be Lonely,95,76,14,2017-06-24,"January 27, 2017"
10469,Justin Moore,Somebody Else Will,97,NA,NA,2017-06-24,"August 12, 2016"
10470,Katy Perry,Bon Appetit,98,59,5,2017-06-24,"April 28, 2017"
10471,Trey Songz,Nobody Else But You,99,NA,NA,2017-06-24,"February 16, 2017"
10472,Rag'n'Bone Man,Human,100,74,7,2017-06-24,"July 21, 2016"
10473,"Luis Fonsi, Daddy Yankee",Despacito,1,1,0,2017-06-17,"April 17, 2017"
10474,Bruno Mars,That's What I Like,2,1,20,2017-06-17,"January 30, 2016"
10475,DJ Khaled,I'm The One,3,1,5,2017-06-17,"April 28, 2017"
10476,Kendrick Lamar,Humble.,4,1,9,2017-06-17,"March 30, 2017"
10477,Ed Sheeran,Shape Of You,5,1,21,2017-06-17,"January 6, 2017"
10478,Future,Mask Off,6,5,15,2017-06-17,"February 17, 2017"
10479,"Zedd, Alessia Cara",Stay,7,7,14,2017-06-17,"February 23, 2017"
10480,"The Chainsmokers, Coldplay",Something Just Like This,8,3,15,2017-06-17,"February 22, 2017"
10481,Lil Uzi Vert,XO TOUR Llif3,9,8,10,2017-06-17,"February 26, 2017"
10482,Post Malone,Congratulations,10,10,23,2017-06-17,"November 4, 2016"
10483,Julia Michaels,Issues,11,11,19,2017-06-17,"January 13, 2017"
10484,James Arthur,Say You Won't Let Go,12,11,32,2017-06-17,"September 9, 2016"
10485,"Kygo, Selena Gomez",It Ain't Me,13,10,16,2017-06-17,"February 16, 2017"
10486,Sam Hunt,Body Like A Back Road,14,6,18,2017-06-17,"February 1, 2017"
10487,Imagine Dragons,Believer,15,15,17,2017-06-17,"February 1, 2017"
10488,KYLE,iSpy,16,4,23,2017-06-17,"December 2, 2016"
10489,Childish Gambino,Redbone,17,17,26,2017-06-17,"November 17, 2016"
10490,French Montana,Unforgettable,18,18,8,2017-06-17,"April 7, 2017"
10491,Brett Young,In Case You Didn't Know,19,19,17,2017-06-17,"February 12, 2016"
10492,"Ayo, Teo",Rolex,20,20,16,2017-06-17,"January 13, 2017"
10493,Miley Cyrus,Malibu,21,10,4,2017-06-17,"May 11, 2017"
10494,Shawn Mendes,There's Nothing Holdin' Me Back,22,22,6,2017-06-17,"April 20, 2017"
10495,Khalid,Location,23,16,21,2017-06-17,"April 30, 2016"
10496,Harry Styles,Sign Of The Times,24,4,8,2017-06-17,"April 7, 2017"
10497,Kendrick Lamar,DNA.,25,4,7,2017-06-17,"April 14, 2017"
10498,Halsey,Now Or Never,26,26,8,2017-06-17,"April 4, 2017"
10499,Drake,Passionfruit,27,8,11,2017-06-17,"March 18, 2017"
10500,Ed Sheeran,Castle On The Hill,28,6,21,2017-06-17,"January 6, 2017"
10501,Migos,Bad And Boujee,29,1,29,2017-06-17,"August 27, 2016"
10502,Calvin Harris,Slide,30,25,14,2017-06-17,"February 23, 2017"
10503,Jason Derulo,Swalla,31,31,11,2017-06-17,"February 24, 2017"
10504,The Chainsmokers,Closer,32,1,44,2017-06-17,"July 29, 2016"
10505,Niall Horan,Slow Hands,33,33,5,2017-06-17,"May 4, 2017"
10506,Kodak Black,Tunnel Vision,34,6,15,2017-06-17,"February 16, 2017"
10507,Travis Scott,Goosebumps,35,32,29,2017-06-17,"September 2, 2016"
10508,Shirt,T,36,19,20,2017-06-17,"January 6, 2017"
10509,Charlie Puth,Attention,37,35,6,2017-06-17,"April 21, 2017"
10510,Bruno Mars,24K Magic,38,4,34,2017-06-17,"October 7, 2016"
10511,Luke Combs,Hurricane,39,31,16,2017-06-17,"June 16, 2015"
10512,Rae Sremmurd,Swang,40,26,24,2017-06-17,"August 12, 2016"
10513,A Boogie Wit da Hoodie,Drowning,41,41,9,2017-06-17,"March 10, 2017"
10514,Alessia Cara,Scars To Your Beautiful,42,8,40,2017-06-17,"November 13, 2015"
10515,Clean Bandit,Rockabye,43,9,26,2017-06-17,"October 21, 2016"
10516,Migos,Slippery,44,44,10,2017-06-17,"January 27, 2017"
10517,Selena Gomez,Bad Liar,45,27,3,2017-06-17,"May 18, 2017"
10518,The Chainsmokers,Paris,46,6,20,2017-06-17,"January 13, 2017"
10519,YFN Lucci,Everyday We Lit,47,47,8,2017-06-17,"December 15, 2016"
10520,Maroon 5,Cold,48,16,16,2017-06-17,"February 14, 2017"
10521,Playboi Carti,Magnolia,49,49,5,2017-06-17,"April 14, 2017"
10522,XXXTENTACION,Look At Me!,50,34,17,2017-06-17,"December 30, 2015"
10523,Lady Gaga,The Cure,51,39,7,2017-06-17,"April 16, 2017"
10524,Florida Georgia Line,"God, Your Mama, And Me",52,52,10,2017-06-17,"August 19, 2016"
10525,Darius Rucker,If I Told You,53,53,7,2017-06-17,"June 27, 2016"
10526,Kendrick Lamar,Love.,54,18,7,2017-06-17,"April 14, 2017"
10527,Keith Urban,The Fighter,55,38,17,2017-06-17,"May 6, 2016"
10528,Dierks Bentley,Black,56,56,17,2017-06-17,"May 14, 2016"
10529,Tee Grizzley,First Day Out,57,57,9,2017-06-17,"November 7, 2016"
10530,Linkin Park,Heavy,58,50,15,2017-06-17,"February 16, 2017"
10531,Thomas Rhett,Craving You,59,53,9,2017-06-17,"March 30, 2017"
10532,Drake,Portland,60,9,11,2017-06-17,"March 18, 2017"
10533,Camila Cabello,Crying In The Club,61,47,2,2017-06-17,"May 19, 2017"
10534,Logic,1-800-273-8255,62,47,5,2017-06-17,"April 28, 2017"
10535,Dan + Shay,How Not To,63,63,9,2017-06-17,"June 3, 2016"
10536,Dylan Scott,My Girl,64,64,6,2017-06-17,"June 11, 2016"
10537,Liam Payne,Strip That Down,65,42,2,2017-06-17,"May 19, 2017"
10538,Chris Brown,Privacy,66,66,5,2017-06-17,"March 24, 2017"
10539,Blake Shelton,Every Time I Hear That Song,67,67,4,2017-06-17,"May 20, 2016"
10540,Lady Antebellum,You Look Good,68,60,8,2017-06-17,"January 19, 2017"
10541,Russ,Losin Control,69,62,14,2017-06-17,"November 9, 2015"
10542,Maluma,Felices Los 4,70,70,3,2017-06-17,"April 21, 2017"
10543,Midland,Drinkin' Problem,71,71,4,2017-06-17,"October 27, 2016"
10544,Kendrick Lamar,Loyalty.,72,14,7,2017-06-17,"April 14, 2017"
10545,Cole Swindell,Flatliner,73,73,6,2017-06-17,"May 6, 2016"
10546,Bryson Tiller,Somethin Tells Me,74,NA,NA,2017-06-17,"May 11, 2017"
10547,Hailee Steinfeld,Most Girls,75,75,2,2017-06-17,"April 28, 2017"
10548,Rascal Flatts,Yours If You Want It,76,76,2,2017-06-17,"January 6, 2017"
10549,Cheat Codes,No Promises,77,74,3,2017-06-17,"March 31, 2017"
10550,Katy Perry,Swish Swish,78,46,2,2017-06-17,"May 19, 2017"
10551,Drake,Gyalchester,79,29,9,2017-06-17,"March 18, 2017"
10552,Lil Yachty,Peek A Boo,80,78,3,2017-06-17,"April 14, 2017"
10553,Imagine Dragons,Thunder,81,70,5,2017-06-17,"April 27, 2017"
10554,Shakira,Me Enamore,83,83,2,2017-06-17,"April 7, 2017"
10555,"Martin Garrix, Dua Lipa",Scared To Be Lonely,84,76,13,2017-06-17,"January 27, 2017"
10556,Made,Self,85,NA,NA,2017-06-17,"May 26, 2017"
10557,AJR,Weak,86,86,4,2017-06-17,"September 16, 2016"
10558,"2 Chainz, Gucci Mane, Quavo",Good Drank,87,82,12,2017-06-17,"October 18, 2016"
10559,Gucci Mane,Met Gala,88,NA,NA,2017-06-17,"May 26, 2017"
10560,Bryson Tiller,Don't Get Too High,89,NA,NA,2017-06-17,"May 26, 2017"
10561,Old Dominion,No Such Thing As A Broken Heart,90,NA,NA,2017-06-17,"March 10, 2017"
10562,Bryson Tiller,Run Me Dry,91,NA,NA,2017-06-17,"May 26, 2017"
10563,Rag'n'Bone Man,Human,92,74,6,2017-06-17,"July 21, 2016"
10564,Josh Turner,Hometown Girl,93,56,14,2017-06-17,"May 13, 2016"
10565,"Martin Garrix, Troye Sivan",There For You,94,NA,NA,2017-06-17,"May 26, 2017"
10566,blackbear,Do Re Mi,95,87,6,2017-06-17,"March 17, 2017"
10567,Katy Perry,Bon Appetit,96,59,4,2017-06-17,"April 28, 2017"
10568,Kendrick Lamar,Element.,97,16,7,2017-06-17,"April 14, 2017"
10569,Bryson Tiller,No Longer Friends,98,NA,NA,2017-06-17,"May 26, 2017"
10570,Travis Scott,Butterfly Effect,99,NA,NA,2017-06-17,"May 15, 2017"
10571,Halsey,Strangers,100,NA,NA,2017-06-17,"May 26, 2017"
10572,"Luis Fonsi, Daddy Yankee",Despacito,1,1,9,2017-06-10,"April 17, 2017"
10573,Bruno Mars,That's What I Like,2,1,19,2017-06-10,"January 30, 2016"
10574,DJ Khaled,I'm The One,3,1,4,2017-06-10,"April 28, 2017"
10575,Kendrick Lamar,Humble.,4,1,8,2017-06-10,"March 30, 2017"
10576,Ed Sheeran,Shape Of You,5,1,20,2017-06-10,"January 6, 2017"
10577,Future,Mask Off,6,5,14,2017-06-10,"February 17, 2017"
10578,"Zedd, Alessia Cara",Stay,7,7,13,2017-06-10,"February 23, 2017"
10579,"The Chainsmokers, Coldplay",Something Just Like This,8,3,14,2017-06-10,"February 22, 2017"
10580,Lil Uzi Vert,XO TOUR Llif3,9,8,9,2017-06-10,"February 26, 2017"
10581,"Kygo, Selena Gomez",It Ain't Me,10,10,15,2017-06-10,"February 16, 2017"
10582,Julia Michaels,Issues,11,11,18,2017-06-10,"January 13, 2017"
10583,James Arthur,Say You Won't Let Go,12,11,31,2017-06-10,"September 9, 2016"
10584,Post Malone,Congratulations,13,12,22,2017-06-10,"November 4, 2016"
10585,Sam Hunt,Body Like A Back Road,14,6,17,2017-06-10,"February 1, 2017"
10586,Imagine Dragons,Believer,15,15,16,2017-06-10,"February 1, 2017"
10587,KYLE,iSpy,16,4,22,2017-06-10,"December 2, 2016"
10588,Harry Styles,Sign Of The Times,17,4,7,2017-06-10,"April 7, 2017"
10589,Miley Cyrus,Malibu,18,10,3,2017-06-10,"May 11, 2017"
10590,Brett Young,In Case You Didn't Know,19,19,16,2017-06-10,"February 12, 2016"
10591,Kendrick Lamar,DNA.,20,4,6,2017-06-10,"April 14, 2017"
10592,Khalid,Location,21,16,20,2017-06-10,"April 30, 2016"
